doc_id,user_id,lang,submitted_at,meta_Sex,meta_Education,meta_Age,meta_Country,question_id,means,base_time_value,base_time_unit,acceptable_extra_time,acceptable_extra_time_unit
4sqnE55AvmmMatv0KoxN,u_mfo9t2ob_k1buxm,ru,2025-09-17T17:47:37.861Z,male,secondary,20,BY,214,bicycle,140,minutes,5,minutes
4sqnE55AvmmMatv0KoxN,u_mfo9t2ob_k1buxm,ru,2025-09-17T17:47:37.861Z,male,secondary,20,BY,411,bicycle,55,minutes,5,minutes
4sqnE55AvmmMatv0KoxN,u_mfo9t2ob_k1buxm,ru,2025-09-17T17:47:37.861Z,male,secondary,20,BY,517,car,2,hours,15,minutes
4sqnE55AvmmMatv0KoxN,u_mfo9t2ob_k1buxm,ru,2025-09-17T17:47:37.861Z,male,secondary,20,BY,562,walk,20,minutes,10,minutes
4sqnE55AvmmMatv0KoxN,u_mfo9t2ob_k1buxm,ru,2025-09-17T17:47:37.861Z,male,secondary,20,BY,576,bicycle,20,minutes,15,minutes
4sqnE55AvmmMatv0KoxN,u_mfo9t2ob_k1buxm,ru,2025-09-17T17:47:37.861Z,male,secondary,20,BY,617,walk,65,minutes,10,minutes
4sqnE55AvmmMatv0KoxN,u_mfo9t2ob_k1buxm,ru,2025-09-17T17:47:37.861Z,male,secondary,20,BY,661,car,9,hours,0,minutes
4sqnE55AvmmMatv0KoxN,u_mfo9t2ob_k1buxm,ru,2025-09-17T17:47:37.861Z,male,secondary,20,BY,711,walk,15,minutes,20,minutes
4sqnE55AvmmMatv0KoxN,u_mfo9t2ob_k1buxm,ru,2025-09-17T17:47:37.861Z,male,secondary,20,BY,781,bicycle,25,minutes,10,minutes
4sqnE55AvmmMatv0KoxN,u_mfo9t2ob_k1buxm,ru,2025-09-17T17:47:37.861Z,male,secondary,20,BY,838,walk,25,minutes,10,minutes
4sqnE55AvmmMatv0KoxN,u_mfo9t2ob_k1buxm,ru,2025-09-17T17:47:37.861Z,male,secondary,20,BY,848,walk,15,minutes,15,minutes
4sqnE55AvmmMatv0KoxN,u_mfo9t2ob_k1buxm,ru,2025-09-17T17:47:37.861Z,male,secondary,20,BY,1290,bicycle,10,minutes,15,minutes
4sqnE55AvmmMatv0KoxN,u_mfo9t2ob_k1buxm,ru,2025-09-17T17:47:37.861Z,male,secondary,20,BY,1644,car,25,minutes,10,minutes
4sqnE55AvmmMatv0KoxN,u_mfo9t2ob_k1buxm,ru,2025-09-17T17:47:37.861Z,male,secondary,20,BY,1690,car,100,minutes,10,minutes
4sqnE55AvmmMatv0KoxN,u_mfo9t2ob_k1buxm,ru,2025-09-17T17:47:37.861Z,male,secondary,20,BY,1831,bicycle,105,minutes,0,minutes
6APsrsbtuAuHunpSV6FV,u_mfn3pihq_k3yjr5,ru,2025-09-16T22:08:18.177Z,female,secondary,19,BY,24,bicycle,120,minutes,15,minutes
6APsrsbtuAuHunpSV6FV,u_mfn3pihq_k3yjr5,ru,2025-09-16T22:08:18.177Z,female,secondary,19,BY,55,car,4,hours,30,minutes
6APsrsbtuAuHunpSV6FV,u_mfn3pihq_k3yjr5,ru,2025-09-16T22:08:18.177Z,female,secondary,19,BY,250,bicycle,20,minutes,5,minutes
6APsrsbtuAuHunpSV6FV,u_mfn3pihq_k3yjr5,ru,2025-09-16T22:08:18.177Z,female,secondary,19,BY,344,car,115,minutes,20,minutes
6APsrsbtuAuHunpSV6FV,u_mfn3pihq_k3yjr5,ru,2025-09-16T22:08:18.177Z,female,secondary,19,BY,353,walk,35,minutes,5,minutes
6APsrsbtuAuHunpSV6FV,u_mfn3pihq_k3yjr5,ru,2025-09-16T22:08:18.177Z,female,secondary,19,BY,696,bicycle,160,minutes,15,minutes
6APsrsbtuAuHunpSV6FV,u_mfn3pihq_k3yjr5,ru,2025-09-16T22:08:18.177Z,female,secondary,19,BY,1350,walk,55,minutes,7,minutes
6APsrsbtuAuHunpSV6FV,u_mfn3pihq_k3yjr5,ru,2025-09-16T22:08:18.177Z,female,secondary,19,BY,1356,car,95,minutes,15,minutes
6APsrsbtuAuHunpSV6FV,u_mfn3pihq_k3yjr5,ru,2025-09-16T22:08:18.177Z,female,secondary,19,BY,1462,bicycle,110,minutes,15,minutes
6APsrsbtuAuHunpSV6FV,u_mfn3pihq_k3yjr5,ru,2025-09-16T22:08:18.177Z,female,secondary,19,BY,1644,car,25,minutes,5,minutes
6APsrsbtuAuHunpSV6FV,u_mfn3pihq_k3yjr5,ru,2025-09-16T22:08:18.177Z,female,secondary,19,BY,1675,car,10,minutes,5,minutes
6APsrsbtuAuHunpSV6FV,u_mfn3pihq_k3yjr5,ru,2025-09-16T22:08:18.177Z,female,secondary,19,BY,1692,walk,30,minutes,5,minutes
6APsrsbtuAuHunpSV6FV,u_mfn3pihq_k3yjr5,ru,2025-09-16T22:08:18.177Z,female,secondary,19,BY,1815,car,20,minutes,5,minutes
6APsrsbtuAuHunpSV6FV,u_mfn3pihq_k3yjr5,ru,2025-09-16T22:08:18.177Z,female,secondary,19,BY,1864,car,15,minutes,5,minutes
6APsrsbtuAuHunpSV6FV,u_mfn3pihq_k3yjr5,ru,2025-09-16T22:08:18.177Z,female,secondary,19,BY,1875,car,3,hours,30,minutes
6APsrsbtuAuHunpSV6FV,u_mfn3pihq_k3yjr5,ru,2025-09-16T22:08:18.177Z,female,secondary,19,BY,1941,bicycle,10,minutes,2,minutes
BzTajILeA9ozIjiWJOuU,u_mfo9t2ob_k1buxm,ru,2025-09-17T17:47:34.229Z,male,secondary,20,BY,7,car,30,minutes,19,minutes
BzTajILeA9ozIjiWJOuU,u_mfo9t2ob_k1buxm,ru,2025-09-17T17:47:34.229Z,male,secondary,20,BY,46,car,25,minutes,20,minutes
BzTajILeA9ozIjiWJOuU,u_mfo9t2ob_k1buxm,ru,2025-09-17T17:47:34.229Z,male,secondary,20,BY,214,bicycle,140,minutes,5,minutes
BzTajILeA9ozIjiWJOuU,u_mfo9t2ob_k1buxm,ru,2025-09-17T17:47:34.229Z,male,secondary,20,BY,411,bicycle,55,minutes,5,minutes
BzTajILeA9ozIjiWJOuU,u_mfo9t2ob_k1buxm,ru,2025-09-17T17:47:34.229Z,male,secondary,20,BY,562,walk,20,minutes,10,minutes
BzTajILeA9ozIjiWJOuU,u_mfo9t2ob_k1buxm,ru,2025-09-17T17:47:34.229Z,male,secondary,20,BY,576,bicycle,20,minutes,15,minutes
BzTajILeA9ozIjiWJOuU,u_mfo9t2ob_k1buxm,ru,2025-09-17T17:47:34.229Z,male,secondary,20,BY,617,walk,65,minutes,10,minutes
BzTajILeA9ozIjiWJOuU,u_mfo9t2ob_k1buxm,ru,2025-09-17T17:47:34.229Z,male,secondary,20,BY,661,car,9,hours,0,minutes
BzTajILeA9ozIjiWJOuU,u_mfo9t2ob_k1buxm,ru,2025-09-17T17:47:34.229Z,male,secondary,20,BY,711,walk,15,minutes,20,minutes
BzTajILeA9ozIjiWJOuU,u_mfo9t2ob_k1buxm,ru,2025-09-17T17:47:34.229Z,male,secondary,20,BY,781,bicycle,25,minutes,10,minutes
BzTajILeA9ozIjiWJOuU,u_mfo9t2ob_k1buxm,ru,2025-09-17T17:47:34.229Z,male,secondary,20,BY,838,walk,25,minutes,10,minutes
BzTajILeA9ozIjiWJOuU,u_mfo9t2ob_k1buxm,ru,2025-09-17T17:47:34.229Z,male,secondary,20,BY,848,walk,15,minutes,15,minutes
BzTajILeA9ozIjiWJOuU,u_mfo9t2ob_k1buxm,ru,2025-09-17T17:47:34.229Z,male,secondary,20,BY,1290,bicycle,10,minutes,15,minutes
BzTajILeA9ozIjiWJOuU,u_mfo9t2ob_k1buxm,ru,2025-09-17T17:47:34.229Z,male,secondary,20,BY,1644,car,25,minutes,10,minutes
BzTajILeA9ozIjiWJOuU,u_mfo9t2ob_k1buxm,ru,2025-09-17T17:47:34.229Z,male,secondary,20,BY,1690,car,100,minutes,10,minutes
BzTajILeA9ozIjiWJOuU,u_mfo9t2ob_k1buxm,ru,2025-09-17T17:47:34.229Z,male,secondary,20,BY,1831,bicycle,105,minutes,0,minutes
Dk1WDGwemRn0BqiNTD06,u_mfng81ga_3zkdhn,ru,2025-09-17T03:58:57.208Z,male,secondary,20,BY,84,walk,145,minutes,130,minutes
Dk1WDGwemRn0BqiNTD06,u_mfng81ga_3zkdhn,ru,2025-09-17T03:58:57.208Z,male,secondary,20,BY,310,bicycle,55,minutes,23,minutes
Dk1WDGwemRn0BqiNTD06,u_mfng81ga_3zkdhn,ru,2025-09-17T03:58:57.208Z,male,secondary,20,BY,320,bicycle,110,minutes,5,minutes
Dk1WDGwemRn0BqiNTD06,u_mfng81ga_3zkdhn,ru,2025-09-17T03:58:57.208Z,male,secondary,20,BY,573,walk,55,minutes,75,minutes
Dk1WDGwemRn0BqiNTD06,u_mfng81ga_3zkdhn,ru,2025-09-17T03:58:57.208Z,male,secondary,20,BY,784,bicycle,20,minutes,30,minutes
Dk1WDGwemRn0BqiNTD06,u_mfng81ga_3zkdhn,ru,2025-09-17T03:58:57.208Z,male,secondary,20,BY,1010,bicycle,10,minutes,7,minutes
Dk1WDGwemRn0BqiNTD06,u_mfng81ga_3zkdhn,ru,2025-09-17T03:58:57.208Z,male,secondary,20,BY,1066,walk,3,hours,300,minutes
Dk1WDGwemRn0BqiNTD06,u_mfng81ga_3zkdhn,ru,2025-09-17T03:58:57.208Z,male,secondary,20,BY,1162,car,40,minutes,45,minutes
Dk1WDGwemRn0BqiNTD06,u_mfng81ga_3zkdhn,ru,2025-09-17T03:58:57.208Z,male,secondary,20,BY,1217,car,8,hours,720,minutes
Dk1WDGwemRn0BqiNTD06,u_mfng81ga_3zkdhn,ru,2025-09-17T03:58:57.208Z,male,secondary,20,BY,1485,walk,65,minutes,110,minutes
Dk1WDGwemRn0BqiNTD06,u_mfng81ga_3zkdhn,ru,2025-09-17T03:58:57.208Z,male,secondary,20,BY,1586,walk,45,minutes,60,minutes
Dk1WDGwemRn0BqiNTD06,u_mfng81ga_3zkdhn,ru,2025-09-17T03:58:57.208Z,male,secondary,20,BY,1674,car,10,minutes,15,minutes
Dk1WDGwemRn0BqiNTD06,u_mfng81ga_3zkdhn,ru,2025-09-17T03:58:57.208Z,male,secondary,20,BY,1687,walk,25,minutes,50,minutes
Dk1WDGwemRn0BqiNTD06,u_mfng81ga_3zkdhn,ru,2025-09-17T03:58:57.208Z,male,secondary,20,BY,1778,car,4,hours,180,minutes
Dk1WDGwemRn0BqiNTD06,u_mfng81ga_3zkdhn,ru,2025-09-17T03:58:57.208Z,male,secondary,20,BY,1960,bicycle,45,minutes,80,minutes
Dk1WDGwemRn0BqiNTD06,u_mfng81ga_3zkdhn,ru,2025-09-17T03:58:57.208Z,male,secondary,20,BY,1982,car,120,minutes,360,minutes
Dr5lK8fRwNF4UtterSvJ,u_mfofgyeg_yqfm5u,ru,2025-09-17T20:25:25.202Z,male,higher,21,BY,203,car,70,minutes,15,minutes
Dr5lK8fRwNF4UtterSvJ,u_mfofgyeg_yqfm5u,ru,2025-09-17T20:25:25.202Z,male,higher,21,BY,241,bicycle,35,minutes,10,minutes
Dr5lK8fRwNF4UtterSvJ,u_mfofgyeg_yqfm5u,ru,2025-09-17T20:25:25.202Z,male,higher,21,BY,388,car,100,minutes,17,minutes
Dr5lK8fRwNF4UtterSvJ,u_mfofgyeg_yqfm5u,ru,2025-09-17T20:25:25.202Z,male,higher,21,BY,521,walk,25,minutes,5,minutes
Dr5lK8fRwNF4UtterSvJ,u_mfofgyeg_yqfm5u,ru,2025-09-17T20:25:25.202Z,male,higher,21,BY,554,bicycle,80,minutes,15,minutes
Dr5lK8fRwNF4UtterSvJ,u_mfofgyeg_yqfm5u,ru,2025-09-17T20:25:25.202Z,male,higher,21,BY,826,car,90,minutes,10,minutes
Dr5lK8fRwNF4UtterSvJ,u_mfofgyeg_yqfm5u,ru,2025-09-17T20:25:25.202Z,male,higher,21,BY,920,bicycle,2,hours,15,minutes
Dr5lK8fRwNF4UtterSvJ,u_mfofgyeg_yqfm5u,ru,2025-09-17T20:25:25.202Z,male,higher,21,BY,961,walk,80,minutes,15,minutes
Dr5lK8fRwNF4UtterSvJ,u_mfofgyeg_yqfm5u,ru,2025-09-17T20:25:25.202Z,male,higher,21,BY,1032,walk,35,minutes,7,minutes
Dr5lK8fRwNF4UtterSvJ,u_mfofgyeg_yqfm5u,ru,2025-09-17T20:25:25.202Z,male,higher,21,BY,1228,car,3,hours,20,minutes
Dr5lK8fRwNF4UtterSvJ,u_mfofgyeg_yqfm5u,ru,2025-09-17T20:25:25.202Z,male,higher,21,BY,1278,walk,50,minutes,10,minutes
Dr5lK8fRwNF4UtterSvJ,u_mfofgyeg_yqfm5u,ru,2025-09-17T20:25:25.202Z,male,higher,21,BY,1454,car,95,minutes,20,minutes
Dr5lK8fRwNF4UtterSvJ,u_mfofgyeg_yqfm5u,ru,2025-09-17T20:25:25.202Z,male,higher,21,BY,1497,bicycle,1,hours,15,minutes
Dr5lK8fRwNF4UtterSvJ,u_mfofgyeg_yqfm5u,ru,2025-09-17T20:25:25.202Z,male,higher,21,BY,1608,bicycle,55,minutes,10,minutes
Dr5lK8fRwNF4UtterSvJ,u_mfofgyeg_yqfm5u,ru,2025-09-17T20:25:25.202Z,male,higher,21,BY,1654,car,20,minutes,5,minutes
Dr5lK8fRwNF4UtterSvJ,u_mfofgyeg_yqfm5u,ru,2025-09-17T20:25:25.202Z,male,higher,21,BY,1673,bicycle,110,minutes,17,minutes
Dr5lK8fRwNF4UtterSvJ,u_mfofgyeg_yqfm5u,ru,2025-09-17T20:25:25.202Z,male,higher,21,BY,1685,bicycle,10,minutes,3,minutes
Dr5lK8fRwNF4UtterSvJ,u_mfofgyeg_yqfm5u,ru,2025-09-17T20:25:25.202Z,male,higher,21,BY,1727,car,40,minutes,10,minutes
HV7HAbz2UKpRZNIEdxFL,u_mfo9vlfk_tc950d,ru,2025-09-17T17:52:58.229Z,male,higher,18,BY,86,bicycle,45,minutes,20,minutes
HV7HAbz2UKpRZNIEdxFL,u_mfo9vlfk_tc950d,ru,2025-09-17T17:52:58.229Z,male,higher,18,BY,178,walk,10,minutes,10,minutes
HV7HAbz2UKpRZNIEdxFL,u_mfo9vlfk_tc950d,ru,2025-09-17T17:52:58.229Z,male,higher,18,BY,351,bicycle,10,minutes,7,minutes
HV7HAbz2UKpRZNIEdxFL,u_mfo9vlfk_tc950d,ru,2025-09-17T17:52:58.229Z,male,higher,18,BY,360,car,80,minutes,30,minutes
HV7HAbz2UKpRZNIEdxFL,u_mfo9vlfk_tc950d,ru,2025-09-17T17:52:58.229Z,male,higher,18,BY,412,bicycle,3,hours,60,minutes
HV7HAbz2UKpRZNIEdxFL,u_mfo9vlfk_tc950d,ru,2025-09-17T17:52:58.229Z,male,higher,18,BY,447,car,30,minutes,10,minutes
HV7HAbz2UKpRZNIEdxFL,u_mfo9vlfk_tc950d,ru,2025-09-17T17:52:58.229Z,male,higher,18,BY,546,bicycle,1,hours,30,minutes
HV7HAbz2UKpRZNIEdxFL,u_mfo9vlfk_tc950d,ru,2025-09-17T17:52:58.229Z,male,higher,18,BY,610,car,15,minutes,10,minutes
HV7HAbz2UKpRZNIEdxFL,u_mfo9vlfk_tc950d,ru,2025-09-17T17:52:58.229Z,male,higher,18,BY,827,bicycle,35,minutes,15,minutes
HV7HAbz2UKpRZNIEdxFL,u_mfo9vlfk_tc950d,ru,2025-09-17T17:52:58.229Z,male,higher,18,BY,946,walk,20,minutes,10,minutes
HV7HAbz2UKpRZNIEdxFL,u_mfo9vlfk_tc950d,ru,2025-09-17T17:52:58.229Z,male,higher,18,BY,975,walk,65,minutes,20,minutes
HV7HAbz2UKpRZNIEdxFL,u_mfo9vlfk_tc950d,ru,2025-09-17T17:52:58.229Z,male,higher,18,BY,1018,car,60,minutes,20,minutes
HV7HAbz2UKpRZNIEdxFL,u_mfo9vlfk_tc950d,ru,2025-09-17T17:52:58.229Z,male,higher,18,BY,1023,walk,35,minutes,15,minutes
HV7HAbz2UKpRZNIEdxFL,u_mfo9vlfk_tc950d,ru,2025-09-17T17:52:58.229Z,male,higher,18,BY,1065,bicycle,165,minutes,60,minutes
HV7HAbz2UKpRZNIEdxFL,u_mfo9vlfk_tc950d,ru,2025-09-17T17:52:58.229Z,male,higher,18,BY,1093,car,35,minutes,20,minutes
HV7HAbz2UKpRZNIEdxFL,u_mfo9vlfk_tc950d,ru,2025-09-17T17:52:58.229Z,male,higher,18,BY,1179,car,45,minutes,15,minutes
HV7HAbz2UKpRZNIEdxFL,u_mfo9vlfk_tc950d,ru,2025-09-17T17:52:58.229Z,male,higher,18,BY,1347,bicycle,2,hours,60,minutes
HV7HAbz2UKpRZNIEdxFL,u_mfo9vlfk_tc950d,ru,2025-09-17T17:52:58.229Z,male,higher,18,BY,1365,car,95,minutes,30,minutes
HV7HAbz2UKpRZNIEdxFL,u_mfo9vlfk_tc950d,ru,2025-09-17T17:52:58.229Z,male,higher,18,BY,1437,walk,90,minutes,40,minutes
HV7HAbz2UKpRZNIEdxFL,u_mfo9vlfk_tc950d,ru,2025-09-17T17:52:58.229Z,male,higher,18,BY,1507,car,10,minutes,10,minutes
HV7HAbz2UKpRZNIEdxFL,u_mfo9vlfk_tc950d,ru,2025-09-17T17:52:58.229Z,male,higher,18,BY,1553,bicycle,20,minutes,15,minutes
HV7HAbz2UKpRZNIEdxFL,u_mfo9vlfk_tc950d,ru,2025-09-17T17:52:58.229Z,male,higher,18,BY,1559,bicycle,2,hours,50,minutes
HV7HAbz2UKpRZNIEdxFL,u_mfo9vlfk_tc950d,ru,2025-09-17T17:52:58.229Z,male,higher,18,BY,1562,car,2,hours,40,minutes
HV7HAbz2UKpRZNIEdxFL,u_mfo9vlfk_tc950d,ru,2025-09-17T17:52:58.229Z,male,higher,18,BY,1568,bicycle,40,minutes,15,minutes
HV7HAbz2UKpRZNIEdxFL,u_mfo9vlfk_tc950d,ru,2025-09-17T17:52:58.229Z,male,higher,18,BY,1576,car,8,hours,180,minutes
HV7HAbz2UKpRZNIEdxFL,u_mfo9vlfk_tc950d,ru,2025-09-17T17:52:58.229Z,male,higher,18,BY,1597,bicycle,110,minutes,35,minutes
HV7HAbz2UKpRZNIEdxFL,u_mfo9vlfk_tc950d,ru,2025-09-17T17:52:58.229Z,male,higher,18,BY,1658,walk,10,minutes,5,minutes
HV7HAbz2UKpRZNIEdxFL,u_mfo9vlfk_tc950d,ru,2025-09-17T17:52:58.229Z,male,higher,18,BY,1708,walk,125,minutes,40,minutes
